id,title,description,organization,type,category,location,url,deadline,eligibility,source,created_at
146,"Programs in STEM, Humanities, and Arts","An extensive list of top-tier summer programs across multiple disciplines, including STEM, arts, and humanities.",Programs in STEM,internship,,Various,https://admissionsight.com/summer-programs-for-high-school-students/,,,Curated Database,Tue Jul 08 2025 05:10:27 GMT+0000 (Coordinated Universal Time)
147,Pre-Nursing Opportunities,Internships and volunteer opportunities specifically for students interested in pursuing nursing.,Pre,internship,,Various,https://nursejournal.org/resources/internships-and-volunteer-opportunities/,,,Curated Database,Tue Jul 08 2025 05:10:27 GMT+0000 (Coordinated Universal Time)
148,Find Internships Near You,Indeed job search results filtered for high school internships available in your area.,Find Internships Near You,internship,,Various,https://www.indeed.com/jobs?q=high%20school%20internship&l&vjk=0ef4e0b9bd91fc76,,,Curated Database,Tue Jul 08 2025 05:10:27 GMT+0000 (Coordinated Universal Time)
149,Amherst College - A2A Program,"Diversity fly-in program for first-generation, low-income, and minority students to experience Amherst College campus life.",Amherst College,internship,,Various,https://www.amherst.edu/admission/diversity/a2a,"August 14, 2025",,College Fly-in Programs,Tue Jul 08 2025 05:10:27 GMT+0000 (Coordinated Universal Time)
152,Bank of America Student Leaders Program,An 8-week paid internship focused on community leadership development. Participants work with local nonprofits and attend a leadership summit.,Bank of America,internship,,Various,https://about.bankofamerica.com/en/making-an-impact/student-leaders,"January 28, 2025",,Summer Programs Database,Tue Jul 08 2025 05:10:28 GMT+0000 (Coordinated Universal Time)
153,Research Science Institute (RSI),"Six-week, fully funded STEM research program at MIT for high-achieving students.",Massachusetts Institute of Technology,internship,,Various,https://www.cee.org/research-science-institute,Various,,Summer Programs Database,Tue Jul 08 2025 05:10:28 GMT+0000 (Coordinated Universal Time)
154,Girls Who Code Summer Program,Two-week virtual coding bootcamp for 9th-11th grade girls and non-binary students.,Girls Who Code,internship,,Various,https://girlswhocode.com/programs/summer-immersion-program,Various,,Summer Programs Database,Tue Jul 08 2025 05:10:28 GMT+0000 (Coordinated Universal Time)
197,Amherst College - EONS Program,Indigenous students fly-in program with academic writing sample requirement.,Amherst College,scholarship,,Various,https://www.amherst.edu/admission/diversity/EONS,"August 14, 2025",,College Fly-ins 2025,Tue Jul 08 2025 06:38:21 GMT+0000 (Coordinated Universal Time)
198,Babson College - Access Babson,"FGLI and minority student fly-in program, October 1-2 session.",Babson College,scholarship,,Various,https://www.babson.edu/undergraduate/admission/visit-and-engage/access-babson/,"August 4, 2025",,College Fly-ins 2025,Tue Jul 08 2025 06:38:21 GMT+0000 (Coordinated Universal Time)
199,Barnard College - Barnard Bound,"FGLI, minority, and women fly-in program with multiple session dates.",Barnard College,scholarship,,Various,https://barnard.edu/admissions/commitment-to-access,"September 18, 2025",,College Fly-ins 2025,Tue Jul 08 2025 06:38:21 GMT+0000 (Coordinated Universal Time)
200,Bates College - Prologue to Bates,FGLI and minority student fly-in program with optional letter of recommendation.,Bates College,scholarship,,Various,https://www.bates.edu/admission/prologue/,"August 11, 2025",,College Fly-ins 2025,Tue Jul 08 2025 06:38:21 GMT+0000 (Coordinated Universal Time)
201,Bowdoin College - Explore Bowdoin,FGLI and minority student fly-in program with multiple September/October sessions.,Bowdoin College,scholarship,,Various,https://www.bowdoin.edu/admissions/visit/explore-bowdoin/index.html,"August 9, 2025",,College Fly-ins 2025,Tue Jul 08 2025 06:38:21 GMT+0000 (Coordinated Universal Time)
202,Brandeis University - SEED Program,"FGLI and minority student fly-in program, October 20-21 session.",Brandeis University,scholarship,,Various,https://www.brandeis.edu/admissions/seed/,"September 8, 2025",,College Fly-ins 2025,Tue Jul 08 2025 06:38:22 GMT+0000 (Coordinated Universal Time)
203,Bryn Mawr College - Lantern Scholars,"FGLI, minority, and women fly-in program, September 30 - October 2.",Bryn Mawr College,scholarship,,Various,https://www.brynmawr.edu/admissions-aid/visit-bryn-mawr/fly-programs,"July 15, 2025",,College Fly-ins 2025,Tue Jul 08 2025 06:38:22 GMT+0000 (Coordinated Universal Time)
204,Bucknell University - Journey to Bucknell,FGLI and minority student fly-in program requiring parent/guardian accompaniment.,Bucknell University,scholarship,,Various,https://www.bucknell.edu/meet-bucknell/plan-visit/camps-conferences-visit-programs/journey-bucknell,"October 4, 2025",,College Fly-ins 2025,Tue Jul 08 2025 06:38:22 GMT+0000 (Coordinated Universal Time)
205,CalTech Up Close,"FGLI, minority, and STEM student fly-in program. Decisions released in September.",California Institute of Technology,scholarship,,Various,https://www.admissions.caltech.edu/visit/visit-campus/fall-fly-in-program-caltech-up-close,"August 6, 2025",,College Fly-ins 2025,Tue Jul 08 2025 06:38:22 GMT+0000 (Coordinated Universal Time)
206,CalTech Summer Preview: Women in STEM,"Women/non-binary students in STEM, August 2-4 program for juniors and seniors.",California Institute of Technology,internship,,Various,https://www.admissions.caltech.edu/visit/visit-campus/summer-preview-women-stem,"June 20, 2025",,College Fly-ins 2025,Tue Jul 08 2025 06:38:22 GMT+0000 (Coordinated Universal Time)
207,Carleton College - TOC Program,"FGLI and minority student fly-in program, October 8-10. Optional resume submission.",Carleton College,scholarship,,Various,https://www.carleton.edu/admissions/visit/toc/,"July 21, 2025",,College Fly-ins 2025,Tue Jul 08 2025 06:38:22 GMT+0000 (Coordinated Universal Time)
208,Carnegie Mellon - Celebration of Diversity,FGLI and minority student virtual diversity celebration with multiple event dates.,Carnegie Mellon University,scholarship,,Various,https://www.cmu.edu/admission/visit/online-visit/celebration-of-diversity-series,Various dates,,College Fly-ins 2025,Tue Jul 08 2025 06:38:22 GMT+0000 (Coordinated Universal Time)
209,Case Western Reserve - Diversity Overnight,"FGLI and minority student fly-in program, November 12-13. Additional forms required.",Case Western Reserve University,scholarship,,Various,https://case.edu/admission/diversity-overnight,"October 2, 2025",,College Fly-ins 2025,Tue Jul 08 2025 06:38:22 GMT+0000 (Coordinated Universal Time)
210,Claremont McKenna - Fall Preview,"FGLI and minority student fall preview program, October 8-10.",Claremont McKenna College,scholarship,,Various,https://www.cmc.edu/admission/visit/diversityflyin,"August 21, 2025",,College Fly-ins 2025,Tue Jul 08 2025 06:38:22 GMT+0000 (Coordinated Universal Time)
211,Colgate University - Colgate in Focus,"FGLI and minority student fly-in program, October 1-2. Priority for summer webinar attendees.",Colgate University,scholarship,,Various,https://www.colgate.edu/admission-aid/visit/colgate-focus,"August 1, 2025",,College Fly-ins 2025,Tue Jul 08 2025 06:38:23 GMT+0000 (Coordinated Universal Time)
212,College of the Atlantic - Fall Fly-In,"FGLI and minority student fly-in program, September 28 - October 1.",College of the Atlantic,scholarship,,Various,https://www.coa.edu/admissions/admission-events/fall-fly-in/,"July 15, 2025",,College Fly-ins 2025,Tue Jul 08 2025 06:38:23 GMT+0000 (Coordinated Universal Time)
213,College of Holy Cross - Perspectives,"FGLI and minority student fly-in program, November 4-6. Travel grants available.",College of Holy Cross,scholarship,,Various,https://www.holycross.edu/perspectives-overnight-program,"October 1, 2025",,College Fly-ins 2025,Tue Jul 08 2025 06:38:23 GMT+0000 (Coordinated Universal Time)
214,Colorado College - ECC Program,Diverse student fly-in program with rolling admissions starting in October.,Colorado College,scholarship,,Various,https://www.coloradocollege.edu/flyin/,"September 1, 2025",,College Fly-ins 2025,Tue Jul 08 2025 06:38:23 GMT+0000 (Coordinated Universal Time)
215,Yale Young Global Scholars (YYGS),"Two-week globally diverse academic summer program with collaborative curriculum in STEM, social sciences, humanities, or cross-disciplinary tracks.",Yale University,internship,,Various,https://globalscholars.yale.edu/,"January 10, 2025",,Summer Programs PDF,Tue Jul 08 2025 06:38:23 GMT+0000 (Coordinated Universal Time)
216,Polygence Research Mentorship,"Research mentorship program where students earn college credit, write research papers, gain mentorship, and present at conferences.",Polygence,internship,,Various,https://www.polygence.org/,"January 15, 2025",,Summer Programs PDF,Tue Jul 08 2025 06:38:23 GMT+0000 (Coordinated Universal Time)
217,Summer Institute for the Gifted,"Academic enrichment programs for gifted, academically talented, creative, and high potential students in grades K-12.",SIG,internship,,Various,https://www.sig.org/,"February 1, 2025",,Summer Programs PDF,Tue Jul 08 2025 06:38:23 GMT+0000 (Coordinated Universal Time)
218,Brown Pre-College Program,High school students explore college challenges and opportunities with challenging academics and enriching social activities without formal grades.,Brown University,internship,,Various,https://precollege.brown.edu/,"Early: January 14, Regular: May 20, 2025",,Summer Programs PDF,Tue Jul 08 2025 06:38:23 GMT+0000 (Coordinated Universal Time)
219,UN Association Summer Institute in Global Leadership,Week-long Model UN programs for global students to work together and address global issues. In-person and virtual options.,United Nations Association of Greater Boston,internship,,Various,https://www.unagb.org/,"March 1 and May 1, 2025",,Summer Programs PDF,Tue Jul 08 2025 06:38:24 GMT+0000 (Coordinated Universal Time)
220,Duke Pre-College Programs,Rigorous learning experiences for academically motivated middle and high school students with cutting-edge topics and Duke resources.,Duke University,internship,,Various,https://precollege.duke.edu/,Opens in January 2025,,Summer Programs PDF,Tue Jul 08 2025 06:38:24 GMT+0000 (Coordinated Universal Time)
221,James Madison University Youth Programs,Youth development programs and academic enrichment opportunities.,James Madison University,internship,,Various,https://www.jmu.edu/,Opens in January 2025,,Summer Programs PDF,Tue Jul 08 2025 06:38:24 GMT+0000 (Coordinated Universal Time)
222,Cornell Summer Sessions,"College study experience with Cornell faculty where high school sophomores, juniors, and seniors can earn college credit.",Cornell University,internship,,Various,https://www.sce.cornell.edu/ss/,Opens in late January 2025,,Summer Programs PDF,Tue Jul 08 2025 06:38:24 GMT+0000 (Coordinated Universal Time)
223,Northwestern Civic Leadership Institute,"Students explore social and political issues through service-learning, community leader exchanges, and academic study. Financial aid available.",Northwestern University,internship,,Various,https://www.northwestern.edu/,Opens in January 2025,,Summer Programs PDF,Tue Jul 08 2025 06:38:24 GMT+0000 (Coordinated Universal Time)
224,Emory Summer College For High School Students,Academic program for current 10th and 11th graders providing a glimpse of academic and residential life at a top-ranked university.,Emory University,internship,,Various,https://precollege.emory.edu/,Opens in January 2025,,Summer Programs PDF,Tue Jul 08 2025 06:38:24 GMT+0000 (Coordinated Universal Time)
225,Girls with Impact Entrepreneurship Academy,"Mini-MBA program for girls ages 12-18, equipping them with entrepreneurship skills, confidence and business knowledge. 10 weeks with 1:1 coaching.",Girls with Impact,internship,,Various,https://girlswithimpact.org/,Rolling admissions,,Summer Programs PDF,Tue Jul 08 2025 06:38:24 GMT+0000 (Coordinated Universal Time)
226,"MIT MOSTEC (Online Science, Technology, and Engineering Community)","Transformative experience for rising high school seniors in science and engineering, building community of friends and mentors globally.",MIT,internship,,Various,https://math.mit.edu/research/highschool/primes/,"February 1, 2025",,STEM Programs PDF,Tue Jul 08 2025 06:38:24 GMT+0000 (Coordinated Universal Time)
227,Future Engineers Competition,Four different engineering competitions. Winning teams receive monetary prizes.,Future Engineers,competition,,Various,https://www.futureengineers.org/,"January 25, 2025",,STEM Programs PDF,Tue Jul 08 2025 06:38:25 GMT+0000 (Coordinated Universal Time)
228,NIH Summer Internships for Biomedical Research,High School SIP provides opportunity to work at NIH with leading scientists in biomedical research. Earn stipend based on education completed.,National Institutes of Health,internship,,Various,https://www.training.nih.gov/programs,"February 1, 2025",,STEM Programs PDF,Tue Jul 08 2025 06:38:25 GMT+0000 (Coordinated Universal Time)
229,Aspiring Scientists Summer Internship Program (ASSIP),"8-week full-time internship with hands-on experience using cutting-edge equipment, scientific writing, and STEM career exploration.",ASSIP,internship,,Various,https://www.assip.org/,"February 6, 2025",,STEM Programs PDF,Tue Jul 08 2025 06:38:25 GMT+0000 (Coordinated Universal Time)
230,Summer Ventures in Science and Mathematics,"No-cost, state-funded program for academically talented North Carolina students aspiring to STEM careers.",North Carolina State,internship,,Various,https://www.ncsu.edu/summer-ventures/,"March 10, 2025",,STEM Programs PDF,Tue Jul 08 2025 06:38:25 GMT+0000 (Coordinated Universal Time)
231,Summer STEM Institute (SSI),"Six-week virtual international program with data science bootcamp, Masterclass lectures, weekend challenges, and mentored research project.",Summer STEM Institute,internship,,Various,https://www.summersteminstitute.org/,"Early: January 16, Regular: April 17, 2025",,STEM Programs PDF,Tue Jul 08 2025 06:38:25 GMT+0000 (Coordinated Universal Time)
232,Apple Worldwide Developers Conference,"Immerse in 200+ in-depth sessions for innovative app development. Connect with 1,000+ Apple engineers. Video collections posted daily.",Apple,internship,,Various,https://developer.apple.com/wwdc/,"Keynote: June 7, 2025",,STEM Programs PDF,Tue Jul 08 2025 06:38:25 GMT+0000 (Coordinated Universal Time)
233,NIST Summer High School Internship Program,8-week NIST-wide summer intern program for students finishing junior or senior year interested in scientific research.,National Institute of Technology,internship,,Various,https://www.nist.gov/,Opens soon,,STEM Programs PDF,Tue Jul 08 2025 06:38:25 GMT+0000 (Coordinated Universal Time)
234,Google Code Jam,Global coding competition where programmers of all levels solve algorithmic puzzles to earn a spot at World Finals. Winner receives $15k.,Google,competition,,Various,https://codingcompetitions.withgoogle.com/codejam,Opens soon,,STEM Programs PDF,Tue Jul 08 2025 06:38:25 GMT+0000 (Coordinated Universal Time)
235,IDEA Math Summer Program,"In-depth mathematical enrichment in algebra, combinatorics, geometry, and number theory. Students learn by discovering theorems and techniques.",IDEA Math,internship,,Various,https://ideamath.org/,Opens soon,,STEM Programs PDF,Tue Jul 08 2025 06:38:26 GMT+0000 (Coordinated Universal Time)
236,NASA Summer Internships,"10-week internships in Imaging Gravity Waves, Deep Learning for Climate Change, AR/VR for Science, Precipitation Research. Virtual and in-person options.",NASA,internship,,Various,https://www.nasa.gov/learning-resources/for-kids-and-students/,"Register by July 15, 2025",,STEM Programs PDF,Tue Jul 08 2025 06:38:26 GMT+0000 (Coordinated Universal Time)
237,Camp Euclid Mathematics Research,6-week mathematics research program tackling unsolved problems. 4 hours/week seminars plus 6+ hours of thinking and collaboration. Grant program available.,Camp Euclid,internship,,Various,https://www.campeuclid.org/,Third Saturday before camp begins,,STEM Programs PDF,Tue Jul 08 2025 06:38:26 GMT+0000 (Coordinated Universal Time)
238,TechPrep by Facebook,Collection of fun resources and videos to spur interest in computer programming and motivate people from all backgrounds to pursue tech careers.,Facebook/Meta,internship,,Various,https://techprep.fb.com/,Self-paced,,STEM Programs PDF,Tue Jul 08 2025 06:38:26 GMT+0000 (Coordinated Universal Time)
239,Art of Problem Solving,"Interactive online mathematics courses for outstanding students grades 5-12, learning from leaders in advanced mathematics.",AoPS,internship,,Various,https://artofproblemsolving.com/,Rolling enrollment,,STEM Programs PDF,Tue Jul 08 2025 06:38:26 GMT+0000 (Coordinated Universal Time)
240,Interlochen Arts Summer Camps,"Diverse summer programming in seven arts disciplines: creative writing, dance, film and new media, interdisciplinary arts, music, theatre, and visual arts. Need-based and merit scholarships available.",Interlochen Center for the Arts,internship,,Various,https://www.interlochen.org/camp,"January 15, 2025",,Arts Programs PDF,Tue Jul 08 2025 06:38:26 GMT+0000 (Coordinated Universal Time)
241,University of Iowa Young Writers' Studio Online,2-week Summer Residential Program (online) for deep immersion in creative writing art and craft. Sessions in June and July.,University of Iowa,internship,,Various,https://writersworkshop.uiowa.edu/writers-studio,"January 24, 2025",,Arts Programs PDF,Tue Jul 08 2025 06:38:26 GMT+0000 (Coordinated Universal Time)
242,California State Summer School for the Arts (CSSSA),"Prestigious month-long program for high school students hoping to pursue arts professionally. Rigorous program in writing, drawing, or performance art.",CalArts,internship,,Various,https://csssa.org/,"February 28, 2025",,Arts Programs PDF,Tue Jul 08 2025 06:38:26 GMT+0000 (Coordinated Universal Time)
243,California College of the Arts Pre-College Program,"Studio-focused, college-level courses for creative thinkers. Open to all experience levels. Earn 3 college credits and create portfolio-ready pieces.",California College of the Arts,internship,,Various,https://www.cca.edu/pre-college/,Opens mid-January 2025,,Arts Programs PDF,Tue Jul 08 2025 06:38:27 GMT+0000 (Coordinated Universal Time)
244,Otis Summer of Art Program,Intensive 4-week pre-college program for students 15 and older at top art and design college. Welcome to serious artists and those with limited training.,Otis College of Art and Design,internship,,Various,https://www.otis.edu/continuing-education/pre-college-programs,Opens late January 2025,,Arts Programs PDF,Tue Jul 08 2025 06:38:27 GMT+0000 (Coordinated Universal Time)
245,Berklee Summer Programs,"On-campus or online programs in music production, songwriting, film scoring, music business, dance, theater, guitar, voice, piano. Earn college credit.",Berklee College of Music,internship,,Various,https://www.berklee.edu/summer,Rolling admissions,,Arts Programs PDF,Tue Jul 08 2025 06:38:27 GMT+0000 (Coordinated Universal Time)
246,Academy of Art Pre-College Experience,"Pre-college program on San Francisco campus or online year-round. Earn up to $4,000 toward college degree. First-come, first-served basis.",Academy of Art University,internship,,Various,https://www.academyart.edu/pre-college/,Rolling admissions,,Arts Programs PDF,Tue Jul 08 2025 06:38:27 GMT+0000 (Coordinated Universal Time)
247,Write the World Literary Competitions,"Monthly writing competitions in poetry, fantasy, sports journalism, flash fiction. Encourages deeper writing exploration and sharing with global readers.",Write the World,competition,,Various,https://writetheworld.com/,Monthly competitions,,Arts Programs PDF,Tue Jul 08 2025 06:38:27 GMT+0000 (Coordinated Universal Time)
248,Polyphony Lit Summer Scholars Program,8-week online program for rising 9th-12th graders to gain advanced knowledge of literary editing and prepare for senior editing roles.,Polyphony Lit,internship,,Various,https://www.polyphonyhs.com/,Will announce soon,,Arts Programs PDF,Tue Jul 08 2025 06:38:27 GMT+0000 (Coordinated Universal Time)
249,Digital Media Academy,Various virtual media courses with different tuition options.,Digital Media Academy,internship,,Various,https://www.digitalmediaacademy.org/,Rolling admissions,,Arts Programs PDF,Tue Jul 08 2025 06:38:27 GMT+0000 (Coordinated Universal Time)
250,MPulse Performing Arts Institutes,"Residential summer programs for 200+ pre-college students in music performance, theatre, music technology, dance, and musical theatre. May require audition.",University of Michigan SMTD,internship,,Various,https://smtd.umich.edu/departments/music/mpulse/,Varies by program,,Arts Programs PDF,Tue Jul 08 2025 06:38:27 GMT+0000 (Coordinated Universal Time)
251,Ringling Pre-college Program,Online or on-campus art and design classes. 4 core classes required.,Ringling College of Art and Design,internship,,Various,https://www.ringling.edu/pre-college,Rolling admissions,,Arts Programs PDF,Tue Jul 08 2025 06:38:27 GMT+0000 (Coordinated Universal Time)
252,Putney School Summer Arts Program,Space and opportunity to focus on artistic practice and education. Join community of young artists and arts educators in collaborative environment.,The Putney School,internship,,Various,https://www.putneyschool.org/summer,Rolling admissions,,Arts Programs PDF,Tue Jul 08 2025 06:38:28 GMT+0000 (Coordinated Universal Time)
253,Arizona State Media Innovation Camp,Free art and music/writing program at ASU Cronkite School focusing on digital media innovation.,Arizona State University,internship,,Various,https://cronkite.asu.edu/community/high-school-programs/camps/,"April 8, 2025",,Senior Programs PDF,Tue Jul 08 2025 06:38:28 GMT+0000 (Coordinated Universal Time)
254,Arizona State Summer Journalism Institute,Free writing/journalism program for high school students at ASU.,Arizona State University,internship,,Various,https://cronkite.asu.edu/outreach/summer-journalism-institute,"April 8, 2025",,Senior Programs PDF,Tue Jul 08 2025 06:38:28 GMT+0000 (Coordinated Universal Time)
255,Stanford Mathematics Camp,Online mathematics program for international students with financial aid available.,Stanford University,internship,,Various,https://sumac.spcs.stanford.edu/sumac-about,"March 15, 2025",,Senior Programs PDF,Tue Jul 08 2025 06:38:28 GMT+0000 (Coordinated Universal Time)
256,ISSYP Physics Program,Online physics program for international students focusing on advanced physics concepts.,Perimeter Institute,internship,,Various,https://www.perimeter.ca/outreach/students/issyp,"March 31, 2025",,Senior Programs PDF,Tue Jul 08 2025 06:38:28 GMT+0000 (Coordinated Universal Time)
257,JCamp Media Program,"Writing/Media program in LA with diversity commitment, completely free.",Asian American Journalists Association,internship,,Various,https://www.aaja.org/programs-and-initiatives/jcamp/,"March 31, 2025",,Senior Programs PDF,Tue Jul 08 2025 06:38:28 GMT+0000 (Coordinated Universal Time)
258,MDI Biological Laboratory Fellowship,Free STEM research fellowship in Maine focusing on biological sciences.,MDI Biological Laboratory,internship,,Various,https://mdibl.org/education/student-fellowships/high-school-summer-fellowship-applications/,"January 10, 2025",,Senior Programs PDF,Tue Jul 08 2025 06:38:28 GMT+0000 (Coordinated Universal Time)
259,NIH High School Summer Internship Program,"Medicine, STEM, and research internship program with multiple locations. Free and paid options available.",National Institutes of Health,internship,,Various,https://www.training.nih.gov/programs,"February 1, 2025",,Senior Programs PDF,Tue Jul 08 2025 06:38:28 GMT+0000 (Coordinated Universal Time)
260,University of Illinois STEM Research,Online STEM research program for high school students with paid opportunities.,University of Illinois,internship,,Various,https://wyse.engineering.illinois.edu/hs-summer-stem-research-programs/,Varies,,Sophomore Programs PDF,Tue Jul 08 2025 06:38:29 GMT+0000 (Coordinated Universal Time)
261,University of Notre Dame Summer Scholars Online,"Online college classes for international eligible students. $1,900 tuition.",University of Notre Dame,internship,,Various,https://precollege.nd.edu/summer-scholars-online/eligibility-application-requirements/,"February 21, 2025",,Sophomore Programs PDF,Tue Jul 08 2025 06:38:29 GMT+0000 (Coordinated Universal Time)
262,University of Toronto Youth International English Program,English learning program for people who want to engage with global community. Free with account creation required.,University of Toronto,internship,,Various,https://internationalprograms.utoronto.ca/international-summer-programs/youth-iep/courses/,Create account to check,,International Programs PDF,Tue Jul 08 2025 06:38:29 GMT+0000 (Coordinated Universal Time)
263,University of Toronto Global Citizenship Challenge,Online global community program focusing on global citizenship education.,University of Toronto,internship,,Various,https://internationalprograms.utoronto.ca/online-learning/gcc/apply/,Varies,,International Programs PDF,Tue Jul 08 2025 06:38:29 GMT+0000 (Coordinated Universal Time)
264,University of Toronto Perspectives on Global Business,Online business program focusing on global business perspectives and practices.,University of Toronto,internship,,Various,https://internationalprograms.utoronto.ca/online-learning/perspectives-global-business/,Varies,,International Programs PDF,Tue Jul 08 2025 06:38:29 GMT+0000 (Coordinated Universal Time)
265,University of Toronto Perspectives on Global Health,Online global health program exploring international health challenges and solutions.,University of Toronto,internship,,Various,https://internationalprograms.utoronto.ca/online-learning/perspectives-global-health/,Varies,,International Programs PDF,Tue Jul 08 2025 06:38:29 GMT+0000 (Coordinated Universal Time)
266,University of Toronto Summer Drama,Theatre program in Canada focusing on dramatic arts and performance.,University of Toronto,internship,,Various,https://summerdrama.utoronto.ca/,"April 30, 2025",,International Programs PDF,Tue Jul 08 2025 06:38:29 GMT+0000 (Coordinated Universal Time)
267,Pentacle High School Internship Program,"Interns are paired with a participating small business (for-profit or nonprofit entities) that share their interests and goals. Interns have the opportunity to build their hard skill sets, learn from their peers, and meet industry leaders at weekly professional development seminars.",Pentacle,internship,,Various,https://www.pentacle.org/education-and-outreach/career_development/high-school-internship-program-interns/,Yet to be announced,,CTEE Internships,Tue Jul 08 2025 06:56:00 GMT+0000 (Coordinated Universal Time)
268,On the Money Magazine Internship,"On the Money Magazine (OTM) is a by-teens for-teens publication. Each semester, high school interns from across the city of Chicago come together to research and publish articles relating to finance and entrepreneurship. This internship will take place in association with DePaul University.",On the Money,internship,,Various,https://www.onthemoneymagazine.org/opportunities,September-December 2022,,CTEE Internships,Tue Jul 08 2025 06:56:00 GMT+0000 (Coordinated Universal Time)
269,Microfinance for Tanzania,"On this virtual internship in microfinance you'll assist local community banks that provide financial services to disadvantaged communities. Help to evaluate the bank's performance, check financial data and assist locals to prepare business plans and get access to education or insurance.",InternHQ,internship,,Various,https://www.internhq.com/remote-internships/accounting-and-finance/microfinance-from-tanzania/,Can start year-round,,CTEE Internships,Tue Jul 08 2025 06:56:00 GMT+0000 (Coordinated Universal Time)
270,Jimerson Birr High School Summer Internship,"The High School Summer Internship Program allows you to experience a career in a dynamic firm that promotes your professional growth, and offers a unique opportunity to help you prepare to enter your first year of college with real-world experience added to your skillset. From day one, you are given real, substantive work and are an important part of our team.",Jimerson Birr,internship,,Various,https://www.jimersonfirm.com/about-us/careers/school-internships/,Summer 2023,,CTEE Internships,Tue Jul 08 2025 06:56:00 GMT+0000 (Coordinated Universal Time)
271,World Scholars Academy Business Courses,World Scholars Academy offers elite summer business courses for ages 12-18 designed and taught by world-leading professional scholars. Discover your future career path and accelerate your success with personalized college guidance and high-level instruction in economics & business.,World Scholars Academy,internship,,Various,https://www.worldscholarsacademy.com/business-courses?utm_source=teenlife,"June, July, August (Two weeks)",,CTEE Summer Programs,Tue Jul 08 2025 06:56:00 GMT+0000 (Coordinated Universal Time)
